"assembly_barcode","source_type","species","ST"
"ESC_MB6502AA_AS","Canine","Escherichia coli",131
"ESC_NB8786AA_AS","Human","Escherichia coli",131
"ESC_MB8967AA_AS","Human","Escherichia coli",131
"ESC_MB8966AA_AS","Human","Escherichia coli",131
"ESC_MB8965AA_AS","Human","Escherichia coli",131
"ESC_MB8964AA_AS","Human","Escherichia coli",131
"ESC_MB8959AA_AS","Human","Escherichia coli",131
"ESC_MB8954AA_AS","Human","Escherichia coli",131
"ESC_MB8953AA_AS","Human","Escherichia coli",131
"ESC_MB8951AA_AS","Human","Escherichia coli",131
"ESC_MB8950AA_AS","Human","Escherichia coli",131
"ESC_MB8948AA_AS","Human","Escherichia coli",131
"ESC_MB8946AA_AS","Human","Escherichia coli",131
"ESC_MB8945AA_AS","Human","Escherichia coli",131
"ESC_MB9089AA_AS","Human","Escherichia coli",131
"ESC_MB8941AA_AS","Human","Escherichia coli",131
"ESC_MB8940AA_AS","Human","Escherichia coli",131
"ESC_MB8939AA_AS","Human","Escherichia coli",131
"ESC_MB8938AA_AS","Human","Escherichia coli",131
"ESC_MB8936AA_AS","Human","Escherichia coli",131
"ESC_MB8935AA_AS","Human","Escherichia coli",131
"ESC_MB8928AA_AS","Human","Escherichia coli",131
"ESC_MB8927AA_AS","Human","Escherichia coli",131
"ESC_MB8926AA_AS","Human","Escherichia coli",131
"ESC_MB8925AA_AS","Human","Escherichia coli",131
"ESC_MB8924AA_AS","Human","Escherichia coli",131
"ESC_MB8923AA_AS","Human","Escherichia coli",131
"ESC_MB8922AA_AS","Human","Escherichia coli",131
"ESC_MB8918AA_AS","Human","Escherichia coli",131
"ESC_MB8915AA_AS","Human","Escherichia coli",131
"ESC_MB9088AA_AS","Human","Escherichia coli",131
"ESC_MB8908AA_AS","Human","Escherichia coli",131
"ESC_MB8907AA_AS","Human","Escherichia coli",131
"ESC_MB8906AA_AS","Human","Escherichia coli",131
"ESC_MB8905AA_AS","Human","Escherichia coli",131
"ESC_MB8902AA_AS","Human","Escherichia coli",131
"ESC_MB8901AA_AS","Human","Escherichia coli",131
"ESC_MB8899AA_AS","Human","Escherichia coli",131
"ESC_MB8897AA_AS","Human","Escherichia coli",131
"ESC_MB8896AA_AS","Human","Escherichia coli",131
"ESC_MB8895AA_AS","Human","Escherichia coli",131
"ESC_MB8890AA_AS","Human","Escherichia coli",131
"ESC_MB8886AA_AS","Human","Escherichia coli",131
"ESC_MB8881AA_AS","Human","Escherichia coli",131
"ESC_MB8879AA_AS","Human","Escherichia coli",131
"ESC_MB8878AA_AS","Human","Escherichia coli",131
"ESC_MB8877AA_AS","Human","Escherichia coli",131
"ESC_MB8872AA_AS","Human","Escherichia coli",131
"ESC_MB8870AA_AS","Human","Escherichia coli",131
"ESC_MB8869AA_AS","Human","Escherichia coli",131
"ESC_MB8868AA_AS","Human","Escherichia coli",131
"ESC_MB8867AA_AS","Human","Escherichia coli",131
"ESC_MB8866AA_AS","Human","Escherichia coli",131
"ESC_MB8862AA_AS","Human","Escherichia coli",131
"ESC_MB8861AA_AS","Human","Escherichia coli",131
"ESC_MB8859AA_AS","Human","Escherichia coli",131
"ESC_MB8858AA_AS","Human","Escherichia coli",131
"ESC_MB8857AA_AS","Human","Escherichia coli",131
"ESC_MB8854AA_AS","Human","Escherichia coli",131
"ESC_MB8851AA_AS","Human","Escherichia coli",131
"ESC_MB8850AA_AS","Human","Escherichia coli",131
"ESC_NB0447AA_AS","Human","Escherichia coli",131
"ESC_NB0407AA_AS","Poultry","Escherichia coli",131
"ESC_NB4063AA_AS","Canine","Escherichia coli",131
"ESC_NB4061AA_AS","Canine","Escherichia coli",131
"ESC_NB4060AA_AS","Canine","Escherichia coli",131
"ESC_NB4059AA_AS","Canine","Escherichia coli",131
"ESC_NB3470AA_AS","Poultry","Escherichia coli",131
"ESC_NB6914AA_AS","Human","Escherichia coli",131
"ESC_NB6823AA_AS","Human","Escherichia coli",131
"ESC_NB6756AA_AS","Human","Escherichia coli",131
"ESC_NB5861AA_AS","Human","Escherichia coli",131
"ESC_NB5860AA_AS","Human","Escherichia coli",131
"ESC_NB5855AA_AS","Human","Escherichia coli",131
"ESC_NB5854AA_AS","Human","Escherichia coli",131
"ESC_NB5848AA_AS","Human","Escherichia coli",131
"ESC_NB5846AA_AS","Human","Escherichia coli",131
"ESC_NB5831AA_AS","Human","Escherichia coli",131
"ESC_NB5715AA_AS","Human","Escherichia coli",131
"ESC_NB5713AA_AS","Human","Escherichia coli",131
"ESC_NB5710AA_AS","Human","Escherichia coli",131
"ESC_NB5709AA_AS","Human","Escherichia coli",131
"ESC_NB5428AA_AS","Human","Escherichia coli",131
"ESC_NB5427AA_AS","Human","Escherichia coli",131
"ESC_NB5426AA_AS","Human","Escherichia coli",131
"ESC_NB5424AA_AS","Human","Escherichia coli",131
"ESC_NB5422AA_AS","Human","Escherichia coli",131
"ESC_NB5420AA_AS","Human","Escherichia coli",131
"ESC_NB5418AA_AS","Human","Escherichia coli",131
"ESC_NB5417AA_AS","Human","Escherichia coli",131
"ESC_NB5416AA_AS","Human","Escherichia coli",131
"ESC_NB5414AA_AS","Human","Escherichia coli",131
"ESC_NB5410AA_AS","Human","Escherichia coli",131
"ESC_NB5406AA_AS","Human","Escherichia coli",131
"ESC_NB5405AA_AS","Human","Escherichia coli",131
"ESC_NB5403AA_AS","Human","Escherichia coli",131
"ESC_NB5402AA_AS","Human","Escherichia coli",131
"ESC_NB5401AA_AS","Human","Escherichia coli",131
"ESC_NB5400AA_AS","Human","Escherichia coli",131
"ESC_NB5397AA_AS","Human","Escherichia coli",131
"ESC_NB4485AA_AS","Human","Escherichia coli",131
"ESC_NB4483AA_AS","Human","Escherichia coli",131
"ESC_NB4481AA_AS","Human","Escherichia coli",131
"ESC_NB4480AA_AS","Human","Escherichia coli",131
"ESC_NB4479AA_AS","Human","Escherichia coli",131
"ESC_NB4478AA_AS","Human","Escherichia coli",131
"ESC_NB4477AA_AS","Human","Escherichia coli",131
"ESC_NB4476AA_AS","Human","Escherichia coli",131
"ESC_NB4474AA_AS","Human","Escherichia coli",131
"ESC_NB4473AA_AS","Human","Escherichia coli",131
"ESC_NB8724AA_AS","Human","Escherichia coli",131
"ESC_NB8722AA_AS","Human","Escherichia coli",131
"ESC_NB8721AA_AS","Human","Escherichia coli",131
"ESC_NB8720AA_AS","Human","Escherichia coli",131
"ESC_NB8719AA_AS","Human","Escherichia coli",131
"ESC_NB8718AA_AS","Human","Escherichia coli",131
"ESC_NB8711AA_AS","Human","Escherichia coli",131
"ESC_NB8709AA_AS","Human","Escherichia coli",131
"ESC_NB8706AA_AS","Human","Escherichia coli",131
"ESC_NB8705AA_AS","Human","Escherichia coli",131
"ESC_NB8702AA_AS","Human","Escherichia coli",131
"ESC_NB8701AA_AS","Human","Escherichia coli",131
"ESC_NB8699AA_AS","Human","Escherichia coli",131
"ESC_NB8698AA_AS","Human","Escherichia coli",131
"ESC_NB8695AA_AS","Human","Escherichia coli",131
"ESC_NB8694AA_AS","Human","Escherichia coli",131
"ESC_NB8693AA_AS","Human","Escherichia coli",131
"ESC_NB8692AA_AS","Human","Escherichia coli",131
"ESC_NB8689AA_AS","Human","Escherichia coli",131
"ESC_NB8687AA_AS","Human","Escherichia coli",131
"ESC_NB8684AA_AS","Human","Escherichia coli",131
"ESC_NB8683AA_AS","Human","Escherichia coli",131
"ESC_NB8682AA_AS","Human","Escherichia coli",131
"ESC_NB8681AA_AS","Human","Escherichia coli",131
"ESC_NB8677AA_AS","Human","Escherichia coli",131
"ESC_NB8676AA_AS","Human","Escherichia coli",131
"ESC_NB8675AA_AS","Human","Escherichia coli",131
"ESC_NB8674AA_AS","Human","Escherichia coli",131
"ESC_NB8669AA_AS","Human","Escherichia coli",131
"ESC_NB8668AA_AS","Human","Escherichia coli",131
"ESC_NB8666AA_AS","Human","Escherichia coli",131
"ESC_NB8665AA_AS","Human","Escherichia coli",131
"ESC_NB8664AA_AS","Human","Escherichia coli",131
"ESC_NB8661AA_AS","Human","Escherichia coli",131
"ESC_NB8658AA_AS","Human","Escherichia coli",131
"ESC_NB8657AA_AS","Human","Escherichia coli",131
"ESC_NB8656AA_AS","Human","Escherichia coli",131
"ESC_NB8487AA_AS","Poultry","Escherichia coli",131
"ESC_NB8912AA_AS","Human","Escherichia coli",131
"ESC_OB1342AA_AS","Poultry","Escherichia coli",131
"ESC_OB1300AA_AS","Poultry","Escherichia coli",131
"ESC_OB3486AA_AS","Canine","Escherichia coli",131
"ESC_OB3483AA_AS","Canine","Escherichia coli",131
"ESC_OB3663AA_AS","Human","Escherichia coli",131
"ESC_OB3661AA_AS","Human","Escherichia coli",131
"ESC_OB3660AA_AS","Human","Escherichia coli",131
"ESC_OB3655AA_AS","Human","Escherichia coli",131
"ESC_OB3647AA_AS","Human","Escherichia coli",131
"ESC_OB3645AA_AS","Human","Escherichia coli",131
"ESC_OB3638AA_AS","Human","Escherichia coli",131
"ESC_OB3637AA_AS","Human","Escherichia coli",131
"ESC_OB3632AA_AS","Human","Escherichia coli",131
"ESC_OB3631AA_AS","Human","Escherichia coli",131
"ESC_OB3624AA_AS","Human","Escherichia coli",131
"ESC_OB3623AA_AS","Human","Escherichia coli",131
"ESC_OB3620AA_AS","Human","Escherichia coli",131
"ESC_OB3615AA_AS","Human","Escherichia coli",131
"ESC_OB3614AA_AS","Human","Escherichia coli",131
"ESC_OB3611AA_AS","Human","Escherichia coli",131
"ESC_OB3610AA_AS","Human","Escherichia coli",131
"ESC_OB3609AA_AS","Human","Escherichia coli",131
"ESC_OB5865AA_AS","Poultry","Escherichia coli",131
"ESC_PB0044AA_AS","Human","Escherichia coli",131
"ESC_PB0043AA_AS","Human","Escherichia coli",131
"ESC_PB2357AA_AS","Poultry","Escherichia coli",131
"ESC_PB8706AA_AS","Poultry","Escherichia coli",131
"ESC_QB2905AA_AS","Human","Escherichia coli",131
"ESC_QB2898AA_AS","Human","Escherichia coli",131
"ESC_QB3444AA_AS","Human","Escherichia coli",131
"ESC_RB1036AA_AS","Human","Escherichia coli",131
"ESC_RB1035AA_AS","Human","Escherichia coli",131
"ESC_RB1033AA_AS","Human","Escherichia coli",131
"ESC_RB1029AA_AS","Human","Escherichia coli",131
"ESC_RB2063AA_AS","Human","Escherichia coli",131
"ESC_RB2243AA_AS","Human","Escherichia coli",131
"ESC_RB3866AA_AS","Human","Escherichia coli",131
"ESC_RB3981AA_AS","Human","Escherichia coli",131
"ESC_RB9862AA_AS","Human","Escherichia coli",131
"ESC_RB9860AA_AS","Human","Escherichia coli",131
"ESC_RB9859AA_AS","Human","Escherichia coli",131
"ESC_RB9858AA_AS","Human","Escherichia coli",131
"ESC_TB8911AA_AS","Human","Escherichia coli",131
"ESC_TB8910AA_AS","Human","Escherichia coli",131
"ESC_TB8909AA_AS","Human","Escherichia coli",131
"ESC_TB8908AA_AS","Human","Escherichia coli",131
"ESC_TB8907AA_AS","Human","Escherichia coli",131
"ESC_TB8905AA_AS","Human","Escherichia coli",131
"ESC_TB8904AA_AS","Human","Escherichia coli",131
"ESC_TB8902AA_AS","Human","Escherichia coli",131
"ESC_TB8901AA_AS","Human","Escherichia coli",131
"ESC_TB8897AA_AS","Human","Escherichia coli",131
"ESC_UB0669AA_AS","Human","Escherichia coli",131
"ESC_UB2424AA_AS","Poultry","Escherichia coli",131
"ESC_UB7979AA_AS","Canine","Escherichia coli",131
"ESC_UB4491AA_AS","Canine","Escherichia coli",131
"ESC_UB6619AA_AS","Human","Escherichia coli",131
"ESC_UB7589AA_AS","Swine","Escherichia coli",131
"ESC_UB7497AA_AS","Swine","Escherichia coli",131
"ESC_UB8088AA_AS","Poultry","Escherichia coli",131
"ESC_UB8061AA_AS","Poultry","Escherichia coli",131
"ESC_UB9388AA_AS","Swine","Escherichia coli",131
"ESC_VB1725AA_AS","Human","Escherichia coli",131
"ESC_VB1719AA_AS","Human","Escherichia coli",131
"ESC_VB1715AA_AS","Human","Escherichia coli",131
"ESC_VB1714AA_AS","Human","Escherichia coli",131
"ESC_VB1712AA_AS","Human","Escherichia coli",131
"ESC_VB1710AA_AS","Human","Escherichia coli",131
"ESC_VB1708AA_AS","Human","Escherichia coli",131
"ESC_VB1705AA_AS","Human","Escherichia coli",131
"ESC_VB1699AA_AS","Human","Escherichia coli",131
"ESC_VB1691AA_AS","Human","Escherichia coli",131
"ESC_VB1690AA_AS","Human","Escherichia coli",131
"ESC_VB1689AA_AS","Human","Escherichia coli",131
"ESC_VB1676AA_AS","Poultry","Escherichia coli",131
"ESC_VB1833AA_AS","Poultry","Escherichia coli",131
"ESC_VB1929AA_AS","Human","Escherichia coli",131
"ESC_VB1927AA_AS","Human","Escherichia coli",131
"ESC_VB1925AA_AS","Human","Escherichia coli",131
"ESC_VB1924AA_AS","Human","Escherichia coli",131
"ESC_VB6161AA_AS","Poultry","Escherichia coli",131
"ESC_WB5000AA_AS","Poultry","Escherichia coli",131
"ESC_WB8387AA_AS","Poultry","Escherichia coli",131
"ESC_WB5150AA_AS","Poultry","Escherichia coli",131
"ESC_WB5089AA_AS","Poultry","Escherichia coli",131
"ESC_VB7059AA_AS","Poultry","Escherichia coli",131
"ESC_VB7052AA_AS","Canine","Escherichia coli",131
"ESC_VB7049AA_AS","Canine","Escherichia coli",131
"ESC_VB8534AA_AS","Poultry","Escherichia coli",131
"ESC_VB9865AA_AS","Human","Escherichia coli",131
"ESC_VB9965AA_AS","Poultry","Escherichia coli",131
"ESC_WB0291AA_AS","Poultry","Escherichia coli",131
"ESC_WB2160AA_AS","Human","Escherichia coli",131
"ESC_WB2156AA_AS","Human","Escherichia coli",131
"ESC_WB2145AA_AS","Human","Escherichia coli",131
"ESC_WB2244AA_AS","Canine","Escherichia coli",131
"ESC_WB2368AA_AS","Human","Escherichia coli",131
"ESC_WB2367AA_AS","Human","Escherichia coli",131
"ESC_WB2453AA_AS","Poultry","Escherichia coli",131
"ESC_WB2792AA_AS","Canine","Escherichia coli",131
"ESC_WB2783AA_AS","Canine","Escherichia coli",131
"ESC_WB2809AA_AS","Canine","Escherichia coli",131
"ESC_WB4185AA_AS","Poultry","Escherichia coli",131
"ESC_WB6299AA_AS","Poultry","Escherichia coli",131
"ESC_WB6298AA_AS","Poultry","Escherichia coli",131
"ESC_WB6355AA_AS","Poultry","Escherichia coli",131
"ESC_WB7643AA_AS","Canine","Escherichia coli",131
"ESC_WB9118AA_AS","Poultry","Escherichia coli",131
"ESC_WB9208AA_AS","Human","Escherichia coli",131
"ESC_WB9205AA_AS","Human","Escherichia coli",131
"ESC_WB9204AA_AS","Human","Escherichia coli",131
"ESC_WB9203AA_AS","Human","Escherichia coli",131
"ESC_WB9202AA_AS","Human","Escherichia coli",131
"ESC_WB9201AA_AS","Human","Escherichia coli",131
"ESC_WB9200AA_AS","Human","Escherichia coli",131
"ESC_WB9199AA_AS","Human","Escherichia coli",131
"ESC_WB9198AA_AS","Human","Escherichia coli",131
"ESC_WB9196AA_AS","Human","Escherichia coli",131
"ESC_WB9195AA_AS","Human","Escherichia coli",131
"ESC_WB9194AA_AS","Human","Escherichia coli",131
"ESC_WB9193AA_AS","Human","Escherichia coli",131
"ESC_WB9192AA_AS","Human","Escherichia coli",131
"ESC_WB9191AA_AS","Human","Escherichia coli",131
"ESC_WB9190AA_AS","Human","Escherichia coli",131
"ESC_WB9189AA_AS","Human","Escherichia coli",131
"ESC_WB9188AA_AS","Human","Escherichia coli",131
"ESC_WB9187AA_AS","Human","Escherichia coli",131
"ESC_WB9179AA_AS","Human","Escherichia coli",131
"ESC_WB9175AA_AS","Human","Escherichia coli",131
"ESC_WB9173AA_AS","Human","Escherichia coli",131
"ESC_WB9163AA_AS","Human","Escherichia coli",131
"ESC_WB9162AA_AS","Human","Escherichia coli",131
"ESC_WB9159AA_AS","Human","Escherichia coli",131
"ESC_WB9158AA_AS","Human","Escherichia coli",131
"ESC_WB9368AA_AS","Poultry","Escherichia coli",131
"ESC_WB9751AA_AS","Human","Escherichia coli",131
"ESC_WB9747AA_AS","Human","Escherichia coli",131
"ESC_XB5669AA_AS","Poultry","Escherichia coli",131
"ESC_XB5648AA_AS","Poultry","Escherichia coli",131
"ESC_XB5640AA_AS","Poultry","Escherichia coli",131
"ESC_XB5903AA_AS","Canine","Escherichia coli",131
"ESC_XB5897AA_AS","Canine","Escherichia coli",131
"ESC_XB5885AA_AS","Canine","Escherichia coli",131
"ESC_YB0844AA_AS","Canine","Escherichia coli",131
"ESC_YB1797AA_AS","Canine","Escherichia coli",131
"ESC_YB4495AA_AS","Human","Escherichia coli",131
"ESC_YB8051AA_AS","Poultry","Escherichia coli",131
"ESC_ZB6240AA_AS","Canine","Escherichia coli",131
"ESC_ZB5943AA_AS","Poultry","Escherichia coli",131
"ESC_ZB5931AA_AS","Poultry","Escherichia coli",131
"ESC_ZB6337AA_AS","Poultry","Escherichia coli",131
"ESC_ZB6321AA_AS","Human","Escherichia coli",131
"ESC_ZB7113AA_AS","Canine","Escherichia coli",131
"ESC_ZB7071AA_AS","Canine","Escherichia coli",131
"ESC_ZB7060AA_AS","Canine","Escherichia coli",131
"ESC_ZB7009AA_AS","Canine","Escherichia coli",131
"ESC_ZB6994AA_AS","Canine","Escherichia coli",131
"ESC_ZB8529AA_AS","Poultry","Escherichia coli",131
"ESC_AC1534AA_AS","Poultry","Escherichia coli",131
"ESC_ZB9587AA_AS","Human","Escherichia coli",131
"ESC_ZB9585AA_AS","Human","Escherichia coli",131
"ESC_ZB9584AA_AS","Human","Escherichia coli",131
"ESC_ZB9583AA_AS","Human","Escherichia coli",131
"ESC_ZB9582AA_AS","Human","Escherichia coli",131
"ESC_ZB9581AA_AS","Human","Escherichia coli",131
"ESC_ZB9580AA_AS","Human","Escherichia coli",131
"ESC_ZB9578AA_AS","Human","Escherichia coli",131
"ESC_ZB9577AA_AS","Human","Escherichia coli",131
"ESC_ZB9576AA_AS","Human","Escherichia coli",131
"ESC_ZB9575AA_AS","Human","Escherichia coli",131
"ESC_ZB9574AA_AS","Human","Escherichia coli",131
"ESC_ZB9573AA_AS","Human","Escherichia coli",131
"ESC_ZB9572AA_AS","Human","Escherichia coli",131
"ESC_ZB9571AA_AS","Human","Escherichia coli",131
"ESC_ZB9565AA_AS","Human","Escherichia coli",131
"ESC_ZB9563AA_AS","Human","Escherichia coli",131
"ESC_ZB9560AA_AS","Human","Escherichia coli",131
"ESC_ZB9556AA_AS","Human","Escherichia coli",131
"ESC_ZB9545AA_AS","Human","Escherichia coli",131
"ESC_ZB9543AA_AS","Human","Escherichia coli",131
"ESC_ZB9529AA_AS","Human","Escherichia coli",131
"ESC_ZB9526AA_AS","Human","Escherichia coli",131
"ESC_ZB9930AA_AS","Poultry","Escherichia coli",131
"ESC_ZB9897AA_AS","Poultry","Escherichia coli",131
"ESC_AC1750AA_AS","Human","Escherichia coli",131
"ESC_AC1748AA_AS","Human","Escherichia coli",131
"ESC_AC2131AA_AS","Human","Escherichia coli",131
"ESC_AC2443AA_AS","Human","Escherichia coli",131
"ESC_AC2431AA_AS","Human","Escherichia coli",131
"ESC_AC2847AA_AS","Swine","Escherichia coli",131
"ESC_AC2873AA_AS","Poultry","Escherichia coli",131
"ESC_AC2951AA_AS","Human","Escherichia coli",131
"ESC_AC2962AA_AS","Canine","Escherichia coli",131
"ESC_AC3368AA_AS","Human","Escherichia coli",131
"ESC_AC3441AA_AS","Poultry","Escherichia coli",131
"ESC_AC4147AA_AS","Human","Escherichia coli",131
"ESC_AC4161AA_AS","Human","Escherichia coli",131
"ESC_AC4157AA_AS","Human","Escherichia coli",131
"ESC_AC4529AA_AS","Human","Escherichia coli",131
"ESC_AC5533AA_AS","Canine","Escherichia coli",131
"ESC_AC5894AA_AS","Human","Escherichia coli",131
"ESC_AC6080AA_AS","Canine","Escherichia coli",131
"ESC_AC6071AA_AS","Canine","Escherichia coli",131
"ESC_BC5505AA_AS","Swine","Escherichia coli",131
"ESC_BC5313AA_AS","Canine","Escherichia coli",131
"ESC_BC9220AA_AS","Poultry","Escherichia coli",131
"ESC_BC9186AA_AS","Human","Escherichia coli",131
"ESC_BC9667AA_AS","Human","Escherichia coli",131
"ESC_BC9797AA_AS","Poultry","Escherichia coli",131
"ESC_CC0664AA_AS","Poultry","Escherichia coli",131
"ESC_CC0670AA_AS","Poultry","Escherichia coli",131
"ESC_CC0675AA_AS","Poultry","Escherichia coli",131
"ESC_CC0676AA_AS","Poultry","Escherichia coli",131
"ESC_CC0688AA_AS","Poultry","Escherichia coli",131
"ESC_CC0691AA_AS","Poultry","Escherichia coli",131
"ESC_CC0695AA_AS","Poultry","Escherichia coli",131
"ESC_CC0699AA_AS","Poultry","Escherichia coli",131
"ESC_CC0704AA_AS","Poultry","Escherichia coli",131
"ESC_CC0711AA_AS","Poultry","Escherichia coli",131
"ESC_CC0712AA_AS","Poultry","Escherichia coli",131
"ESC_CC0717AA_AS","Poultry","Escherichia coli",131
"ESC_CC0723AA_AS","Poultry","Escherichia coli",131
"ESC_CC0849AA_AS","Poultry","Escherichia coli",131
"ESC_CC0857AA_AS","Poultry","Escherichia coli",131
"ESC_CC0860AA_AS","Poultry","Escherichia coli",131
"ESC_CC0868AA_AS","Poultry","Escherichia coli",131
"ESC_CC0870AA_AS","Poultry","Escherichia coli",131
"ESC_CC0872AA_AS","Poultry","Escherichia coli",131
"ESC_CC0876AA_AS","Poultry","Escherichia coli",131
"ESC_CC0883AA_AS","Poultry","Escherichia coli",131
"ESC_CC0901AA_AS","Poultry","Escherichia coli",131
"ESC_CC0905AA_AS","Poultry","Escherichia coli",131
"ESC_CC0927AA_AS","Poultry","Escherichia coli",131
"ESC_CC0962AA_AS","Poultry","Escherichia coli",131
"ESC_CC0967AA_AS","Poultry","Escherichia coli",131
"ESC_CC0971AA_AS","Poultry","Escherichia coli",131
"ESC_CC0975AA_AS","Poultry","Escherichia coli",131
"ESC_CC0987AA_AS","Poultry","Escherichia coli",131
"ESC_CC0988AA_AS","Poultry","Escherichia coli",131
"ESC_CC0788AA_AS","Poultry","Escherichia coli",131
"ESC_CC0790AA_AS","Poultry","Escherichia coli",131
"ESC_CC0802AA_AS","Poultry","Escherichia coli",131
"ESC_CC1001AA_AS","Poultry","Escherichia coli",131
"ESC_CC1003AA_AS","Poultry","Escherichia coli",131
"ESC_CC1017AA_AS","Poultry","Escherichia coli",131
"ESC_CC1032AA_AS","Poultry","Escherichia coli",131
"ESC_CC1039AA_AS","Poultry","Escherichia coli",131
"ESC_CC1058AA_AS","Poultry","Escherichia coli",131
"ESC_CC1067AA_AS","Poultry","Escherichia coli",131
"ESC_CC1083AA_AS","Poultry","Escherichia coli",131
"ESC_CC1090AA_AS","Poultry","Escherichia coli",131
"ESC_CC0742AA_AS","Poultry","Escherichia coli",131
"ESC_CC0765AA_AS","Poultry","Escherichia coli",131
"ESC_CC0772AA_AS","Poultry","Escherichia coli",131
"ESC_CC1099AA_AS","Poultry","Escherichia coli",131
"ESC_CC1345AA_AS","Poultry","Escherichia coli",131
"ESC_CC1433AA_AS","Poultry","Escherichia coli",131
"ESC_CC1545AA_AS","Poultry","Escherichia coli",131
"ESC_CC1553AA_AS","Human","Escherichia coli",131
"ESC_CC1557AA_AS","Human","Escherichia coli",131
"ESC_CC2047AA_AS","Poultry","Escherichia coli",131
"ESC_CC2097AA_AS","Poultry","Escherichia coli",131
"ESC_CC2142AA_AS","Poultry","Escherichia coli",131
"ESC_CC2392AA_AS","Poultry","Escherichia coli",131
"ESC_CC2691AA_AS","Human","Escherichia coli",131
"ESC_CC4781AA_AS","Human","Escherichia coli",131
"ESC_CC4938AA_AS","Human","Escherichia coli",131
"ESC_CC4942AA_AS","Human","Escherichia coli",131
"ESC_CC4945AA_AS","Human","Escherichia coli",131
"ESC_CC5018AA_AS","Human","Escherichia coli",131
"ESC_CC5026AA_AS","Human","Escherichia coli",131
"ESC_CC5030AA_AS","Human","Escherichia coli",131
"ESC_CC5031AA_AS","Human","Escherichia coli",131
"ESC_CC5032AA_AS","Human","Escherichia coli",131
"ESC_CC6175AA_AS","Canine","Escherichia coli",131
"ESC_CC6553AA_AS","Poultry","Escherichia coli",131
"ESC_CC6825AA_AS","Poultry","Escherichia coli",131
"ESC_CC7631AA_AS","Human","Escherichia coli",131
"ESC_CC8277AA_AS","Human","Escherichia coli",131
"ESC_CC8323AA_AS","Poultry","Escherichia coli",131
"ESC_CC8602AA_AS","Human","Escherichia coli",131
"ESC_CC8603AA_AS","Human","Escherichia coli",131
"ESC_CC8604AA_AS","Human","Escherichia coli",131
"ESC_CC8609AA_AS","Human","Escherichia coli",131
"ESC_CC8611AA_AS","Human","Escherichia coli",131
"ESC_CC8614AA_AS","Human","Escherichia coli",131
"ESC_CC8618AA_AS","Human","Escherichia coli",131
"ESC_CC8620AA_AS","Human","Escherichia coli",131
"ESC_CC8659AA_AS","Poultry","Escherichia coli",131
"ESC_CC8674AA_AS","Poultry","Escherichia coli",131
"ESC_CC8679AA_AS","Poultry","Escherichia coli",131
"ESC_CC9311AA_AS","Human","Escherichia coli",131
"ESC_CC9312AA_AS","Human","Escherichia coli",131
"ESC_CC9313AA_AS","Human","Escherichia coli",131
"ESC_CC9315AA_AS","Human","Escherichia coli",131
"ESC_CC9334AA_AS","Human","Escherichia coli",131
"ESC_CC9335AA_AS","Human","Escherichia coli",131
"ESC_CC9337AA_AS","Human","Escherichia coli",131
"ESC_CC9338AA_AS","Human","Escherichia coli",131
"ESC_CC9339AA_AS","Human","Escherichia coli",131
"ESC_CC9349AA_AS","Human","Escherichia coli",131
"ESC_CC9350AA_AS","Human","Escherichia coli",131
"ESC_DC0006AA_AS","Canine","Escherichia coli",131
"ESC_DC0311AA_AS","Canine","Escherichia coli",131
"ESC_DC0450AA_AS","Canine","Escherichia coli",131
"ESC_DC0471AA_AS","Swine","Escherichia coli",131
"ESC_DC1808AA_AS","Human","Escherichia coli",131
"ESC_DC1809AA_AS","Human","Escherichia coli",131
"ESC_DC1810AA_AS","Human","Escherichia coli",131
"ESC_DC1811AA_AS","Human","Escherichia coli",131
"ESC_DC1813AA_AS","Human","Escherichia coli",131
"ESC_DC1818AA_AS","Human","Escherichia coli",131
"ESC_DC1822AA_AS","Human","Escherichia coli",131
"ESC_DC1824AA_AS","Human","Escherichia coli",131
"ESC_DC1825AA_AS","Human","Escherichia coli",131
"ESC_DC1826AA_AS","Human","Escherichia coli",131
"ESC_DC1830AA_AS","Human","Escherichia coli",131
"ESC_DC1834AA_AS","Human","Escherichia coli",131
"ESC_DC1838AA_AS","Human","Escherichia coli",131
"ESC_DC1839AA_AS","Human","Escherichia coli",131
"ESC_DC1840AA_AS","Human","Escherichia coli",131
"ESC_DC1841AA_AS","Human","Escherichia coli",131
"ESC_DC1842AA_AS","Human","Escherichia coli",131
"ESC_DC1843AA_AS","Human","Escherichia coli",131
"ESC_DC1844AA_AS","Human","Escherichia coli",131
"ESC_DC1845AA_AS","Human","Escherichia coli",131
"ESC_DC1848AA_AS","Human","Escherichia coli",131
"ESC_DC1852AA_AS","Human","Escherichia coli",131
"ESC_DC1853AA_AS","Human","Escherichia coli",131
"ESC_DC1854AA_AS","Human","Escherichia coli",131
"ESC_DC1855AA_AS","Human","Escherichia coli",131
"ESC_DC1856AA_AS","Human","Escherichia coli",131
"ESC_DC1857AA_AS","Human","Escherichia coli",131
"ESC_DC1858AA_AS","Human","Escherichia coli",131
"ESC_DC1859AA_AS","Human","Escherichia coli",131
"ESC_DC1862AA_AS","Human","Escherichia coli",131
"ESC_DC1864AA_AS","Human","Escherichia coli",131
"ESC_DC1865AA_AS","Human","Escherichia coli",131
"ESC_DC1867AA_AS","Human","Escherichia coli",131
"ESC_DC1871AA_AS","Human","Escherichia coli",131
